what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309354084710
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354085601
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354086853
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354087777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354090343
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354093093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354102700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354112062
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309354114425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354120541
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354152401
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1309354158225
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354160320
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354252859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354252866
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354253117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1309354262035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354291366
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354321112
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1309354325716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354325842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354327906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354329807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354335936
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354335954
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1309354336648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354362406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354440588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354440596
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354440708
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354448999
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354459563
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354462843
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354467384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354469076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354471525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354473932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354479085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354481260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354484365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354486492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354489741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354493851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354494277
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354497692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354499422
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354501837
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354506422
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354508747
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354508919
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309354508928
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354525007
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309354525102
closed,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354525170
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309354525929
opened,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354526244
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354526287
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354540906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354542093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354544512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354546757
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354549190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354551118
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354559814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354561469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354562718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354566364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354567696
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354570053
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354574343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354576163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354576243
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309354576256
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354579895
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309354579973
closed,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354579997
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309354580809
opened,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354581123
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354581156
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309354624001
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309354638418
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309354638536
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354668410
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309354668437
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309354670261
activated,view,org.eclipse.gmf.bridge.ui.dashboard,2.0.100.v20100226-2359,"org.eclipse.gmf.bridge.ui.dashboard.DashboardPart",1309354674705
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309354680214
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1309354692273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354725753
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354726799
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309354726807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354730666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354762821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354773448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354786642
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1309354799106
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354799149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354800547
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1309354801246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354803200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354898729
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354898840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354899073
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309354906540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354915949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354917479
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309354917486
activated,editor,org.eclipse.gmf.tooldef.edit,2.0.100.v20090114-0940,"org.eclipse.gmf.tooldef.presentation.GMFToolEditorID",1309354920872
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354924464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354930211
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354931164
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354937595
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354944892
activated,editor,org.eclipse.gmf.tooldef.edit,2.0.100.v20090114-0940,"org.eclipse.gmf.tooldef.presentation.GMFToolEditorID",1309354945495
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354949462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354949609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354950476
activated,editor,org.eclipse.gmf.tooldef.edit,2.0.100.v20090114-0940,"org.eclipse.gmf.tooldef.presentation.GMFToolEditorID",1309354953039
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354953930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354955475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354956461
activated,editor,org.eclipse.gmf.tooldef.edit,2.0.100.v20090114-0940,"org.eclipse.gmf.tooldef.presentation.GMFToolEditorID",1309354957126
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354958167
activated,editor,org.eclipse.gmf.tooldef.edit,2.0.100.v20090114-0940,"org.eclipse.gmf.tooldef.presentation.GMFToolEditorID",1309354960190
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309354961270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354962283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354963036
activated,editor,org.eclipse.gmf.tooldef.edit,2.0.100.v20090114-0940,"org.eclipse.gmf.tooldef.presentation.GMFToolEditorID",1309354963547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354964563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309354964653
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309354964666
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309354970306
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309355013689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355014537
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355029995
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309355042050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355043987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355044098
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309355044111
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355054094
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355095673
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309355103667
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355109255
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355121354
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1309355132977
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355133039
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355134199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355135977
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355581234
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309355582486
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355595479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355597931
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355597940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355616399
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309355618988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355633782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355638407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355649086
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355650525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355671947
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355715873
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309355718163
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309355736734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355750026
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355784682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355822856
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355831591
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309355914031
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309355931909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355941944
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355945490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355951176
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355969714
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355972773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355974566
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355975432
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309355978351
