what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368104522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368106824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368109604
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368112285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368248259
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368257475
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368263706
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368277003
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368283217
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368291201
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368293640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368299455
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368299522
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309368299534
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368302184
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368312494
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368312501
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368312677
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368320401
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368352617
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368369436
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368370630
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368370718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309368370727
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309368371875
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309368374549
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368376900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368406098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368412679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368430786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368436540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368440388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368442262
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368504359
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368512759
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368519682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368525482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368564887
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368576941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368577309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368580324
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368586542
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368644075
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368657761
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368662704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368663441
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368667417
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368668544
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368669463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368671977
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368672046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309368672059
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368689146
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368697085
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368701988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368720717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368720828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309368720841
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368724744
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368751948
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368756497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368840784
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368845337
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368854930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368855863
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368859600
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309368860104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368861478
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368861569
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309368861581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368862012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368870986
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309368880776
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368883433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368939169
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309368942946
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368949072
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368953635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368962890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368963849
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368968283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368971506
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368975420
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368982436
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309368985803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369017307
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369019098
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369019986
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369024290
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369029907
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369036732
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369054174
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369064557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369072710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369079291
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309369087720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369088935
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369088990
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309369089004
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309369090865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369093494
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369099319
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369105656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369123732
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369126419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369128758
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369138892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369229573
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369241277
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369269205
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369270909
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369272238
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369365630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369432052
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369474807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369475098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369475246
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309369515085
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369530701
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369540332
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309369567623
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369573893
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369577998
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369596236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369646242
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369648260
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369660431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369660575
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309369660602
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369661889
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369671332
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369692845
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369696140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369701604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369701684
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309369701698
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369709061
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369734940
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369760389
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369761052
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369761167
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309369761206
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369764767
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369765762
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369777596
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369808036
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369814532
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369818195
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369840948
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369842121
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369842858
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369848467
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369849869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1309369850675
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369851479
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309369852307
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369854037
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1309369854561
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369854976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369855783
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369855871
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309369855886
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309369860107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369864255
error,log,,,"Ambiguous definitions Runtime::fqn FOR gmfgraph::LabeledContainer and Runtime::fqn FOR gmfgraph::SVGFigure:in Runtime",1309369867667
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369877146
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369884822
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369894668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369896435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369929618
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369929643
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369931684
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369939550
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1309369942646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369945706
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369947170
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369949022
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369949163
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309369949175
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369954258
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20100309-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1309369954357
closed,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369954546
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309369958626
opened,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369959055
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1309369959080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1309369996706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369997492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309369997545
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309369997558
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309369999171
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309370001197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309370006463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309370011349
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309370033622
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309370036935
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309370038072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309370042253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309370134115
